RESULTS:

REFERENCE:

######################################################################################################
######################################################################################################
CROSS ENTROPY

2022-01-07 11:01:56 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/wikitext-2_cross_entropy/checkpoint_best.pt
2022-02-03 05:47:38 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-02-03 05:47:38 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-02-03 06:05:20 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1023.3s (239.98 tokens/s)
2022-02-03 06:05:20 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.0835, Perplexity: 271.25

2022-02-03 05:47:32 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-02-03 05:47:32 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2-jelinek_0.09_0.01_0.9_#4/checkpoint_best.pt
2022-02-03 05:47:38 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-02-03 05:47:38 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-02-03 05:47:38 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-02-03 06:05:17 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1020.7s (240.59 tokens/s)
2022-02-03 06:05:17 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.0401, Perplexity: 263.21







######################################################################################################
######################################################################################################
Unigram smoothing

2022-01-24 15:31:06 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 15:31:06 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_unigram_smoothing_0.005/checkpoint_best.pt
2022-01-24 15:31:16 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 15:31:16 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 15:31:16 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 15:49:03 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1033.7s (237.56 tokens/s)
2022-01-24 15:49:03 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.5673, Perplexity: 379.33

2022-01-24 15:31:03 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 15:31:03 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_unigram_smoothing_0.01/checkpoint_best.pt
2022-01-24 15:31:13 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 15:31:13 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 15:31:13 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 15:49:09 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1041.7s (235.74 tokens/s)
2022-01-24 15:49:09 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.5525, Perplexity: 375.45

2022-01-24 15:31:53 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 15:31:53 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_unigram_smoothing_0.02/checkpoint_best.pt
2022-01-24 15:32:26 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 15:32:26 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 15:32:26 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 15:58:40 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1508.3s (162.81 tokens/s)
2022-01-24 15:58:40 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.5395, Perplexity: 372.09

2022-01-24 15:31:51 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 15:31:51 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_unigram_smoothing_0.04/checkpoint_best.pt
2022-01-24 15:32:10 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 15:32:10 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 15:32:10 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
^[[D2022-01-24 15:57:55 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1486.9s (165.15 tokens/s)
2022-01-24 15:57:55 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.5340, Perplexity: 370.66

2022-01-24 15:32:44 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 15:32:44 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_unigram_smoothing_0.06/checkpoint_best.pt
2022-01-24 15:33:34 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 15:33:34 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 15:33:34 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 15:59:43 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1510.3s (162.59 tokens/s)
2022-01-24 15:59:43 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.5109, Perplexity: 364.78

2022-01-24 15:32:44 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 15:32:44 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_unigram_smoothing_0.08/checkpoint_best.pt
2022-01-24 15:33:34 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 15:33:34 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 15:33:34 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 15:59:07 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1475.3s (166.45 tokens/s)
2022-01-24 15:59:07 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.4861, Perplexity: 358.57

2022-01-24 15:32:54 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 15:32:54 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_unigram_smoothing_0.1/checkpoint_best.pt
2022-01-24 15:33:24 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 15:33:24 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 15:33:24 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 16:06:41 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1940.0s (126.58 tokens/s)
2022-01-24 16:06:41 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.4906, Perplexity: 359.68

2022-01-24 15:33:03 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 15:33:03 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_unigram_smoothing_0.12/checkpoint_best.pt
2022-01-24 15:33:08 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 15:33:08 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 15:33:08 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 15:50:55 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1034.3s (237.42 tokens/s)
2022-01-24 15:50:55 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.4906, Perplexity: 359.69

2022-01-24 15:33:06 | INFO | fairseq.tasks.language_modeling | dictionary: 76624 types
2022-01-24 15:33:06 | INFO | fairseq_cli.eval_lm | loading model(s) from /cluster/scratch/andriusb/checkpoints/w2_unigram_smoothing_0.14/checkpoint_best.pt
2022-01-24 15:33:16 | INFO | fairseq_cli.eval_lm | num. model params: 58,145,792
2022-01-24 15:33:16 | INFO | fairseq.data.data_utils | loaded 4,358 examples from: data-bin/wikitext-2-raw-full/test
2022-01-24 15:33:16 | INFO | fairseq_cli.eval_lm | data-bin/wikitext-2-raw-full test 122,785 examples
2022-01-24 15:51:34 | INFO | fairseq_cli.eval_lm | Evaluated 245,569 tokens in 1059.9s (231.69 tokens/s)
2022-01-24 15:51:34 | INFO | fairseq_cli.eval_lm | Loss (base 2): 8.5003, Perplexity: 362.11

